"","id","community","housing_type","gender","tenure","hhhead_relation","business_owned","business_type","primary_dw_source","reasons_primary_dw","secondary_dw_source","reasons_secondary_dw","preferred_brand","primary_water_source","secondary_water_source","payment_mode","daily_hh_water_cost","daily_hh_water_cost_phhm","coping_mechanisms","time_of_last_coping","dbl_variable","value"
"553",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","hh_size",1
"554",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","rooms_in_hh",1
"555",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","density",1
"556",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","daily_dw_cost_pp",4
"557",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","storage",0
"558",62,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","4","4","sachet_to_bathe;skipped_bathing","last_year","days_struggle",0
"559",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","years_in_community",10
"560",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","adult_count",1
"561",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","child_count",0
"562",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","hh_size",1
"563",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","rooms_in_hh",1
"564",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","density",1
"565",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","daily_dw_cost_pp",2
"566",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","storage",600
"567",63,"abuja","wood_shack","male","no_payment","self","yes","other","packaged","cleanliness","na","na","none","piped_to_compound","commercial_tap","both","2","2","sachet_to_bathe;closed_business","last_30_days","days_struggle",3
"568",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","years_in_community",27
"569",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","adult_count",1
"570",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","child_count",0
"571",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","hh_size",1
"572",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","rooms_in_hh",1
"573",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","density",1
"574",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","daily_dw_cost_pp",2.4
"575",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","storage",1000
"576",64,"abuja","wood_shack","male","no_payment","self","yes","tailoring","packaged","convenience;availability;taste;trustworthiness","na","na","none","piped_to_home","na","both","4","4","na","na","days_struggle",0
"577",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","years_in_community",5
"578",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","adult_count",7
"579",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","child_count",0
"580",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","hh_size",7
"581",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","rooms_in_hh",0
"582",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","density",Inf
"583",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","daily_dw_cost_pp",5
"584",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","storage",NA
"585",65,"abuja","no_structure","female","no_payment","child","no","na","packaged","taste","na","na","high_end","commercial_tap","commercial_tap","pay_to_fetch","28.857142857142858","4.1224489795918364","sachet_to_bathe;skipped_bathing","last_3_days","days_struggle",1
"586",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","years_in_community",20
"587",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","adult_count",1
"588",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","child_count",1
"589",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","hh_size",2
"590",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","rooms_in_hh",1
"591",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","density",2
"592",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","daily_dw_cost_pp",2.25
"593",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","storage",500
"594",66,"abuja","wood_shack","female","rented","self","yes","food","packaged","availability;cleanliness","na","na","none","piped_to_compound","commercial_tap","shares_bill","na","na","sachet_to_cook;sachet_to_bathe;skipped_bathing;closed_business","last_3_days","days_struggle",0
"595",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","years_in_community",3
"596",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","adult_count",1
"597",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","child_count",0
"598",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","hh_size",1
"599",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","rooms_in_hh",1
"600",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","density",1
"601",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","daily_dw_cost_pp",4.5
"602",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","storage",0
"603",67,"abuja","multistory_apt","male","no_payment","self","no","na","packaged","cultural_norms","piped_to_compound","money","none","piped_to_compound","commercial_tap","pay_to_fetch","4","4","na","na","days_struggle",3.5
"604",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","years_in_community",5
"605",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","adult_count",2
"606",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","child_count",1
"607",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","hh_size",3
"608",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","rooms_in_hh",1
"609",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","density",3
"610",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","daily_dw_cost_pp",9
"611",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","storage",200
"612",68,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;trustworthiness;health","na","na","none","piped_to_compound","commercial_tap","pay_to_fetch","10.5","5.25","na","na","days_struggle",0
"613",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","years_in_community",4
"614",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","adult_count",3
"615",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","child_count",3
"616",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","hh_size",6
"617",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","rooms_in_hh",0
"618",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","density",Inf
"619",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","daily_dw_cost_pp",4
"620",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","storage",0
"621",69,"abuja","block_unit","female","owned","child","no","na","packaged","convenience","na","na","mid_range","commercial_tap","commercial_tap","pay_to_fetch","13.142857142857142","4.3809523809523805","na","na","days_struggle",0
"622",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","years_in_community",25
"623",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","adult_count",3
"624",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","child_count",0
"625",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","hh_size",3
"626",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","rooms_in_hh",2
"627",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","density",1.5
"628",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","daily_dw_cost_pp",3
"629",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","storage",150
"630",70,"abuja","wood_shack","female","rented","self","yes","shop","packaged","taste;trustworthiness","piped_to_compound","money","high_end","piped_to_compound","delivered","pay_to_fetch","14.5","4.833333333333333","na","na","days_struggle",0
"631",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","years_in_community",10
"632",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","adult_count",4
"633",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","child_count",0
"634",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","hh_size",4
"635",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","rooms_in_hh",0
"636",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","density",Inf
"637",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","daily_dw_cost_pp",3
"638",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","storage",0
"639",71,"abuja","no_structure","female","rented","self","no","na","packaged","cleanliness","na","na","none","commercial_tap","packaged","pay_to_fetch","16.5","4.125","skipped_laundry","last_30_days","days_struggle",0
"640",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","years_in_community",20
"641",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","adult_count",2
"642",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","child_count",2
"643",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","hh_size",4
"644",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","rooms_in_hh",1
"645",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","density",4
"646",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","daily_dw_cost_pp",0.695652173913043
"647",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","storage",80
"648",72,"abuja","wood_shack","female","rented","self","no","na","packaged","cleanliness;taste","na","na","mid_range","piped_to_compound","na","pay_to_fetch","8","4","sachet_to_cook;skipped_cooking;sachet_to_bathe;skipped_laundry","last_7_days","days_struggle",3.5
"649",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","years_in_community",28
"650",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","adult_count",20
"651",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","child_count",2
"652",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","hh_size",22
"653",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","rooms_in_hh",1
"654",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","density",22
"655",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","daily_dw_cost_pp",2.5
"656",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","storage",250
"657",73,"abuja","block_unit","female","owned","child","yes","tailoring","packaged","affordability;availability","commercial_tap","money","mid_range","commercial_tap","commercial_tap","shares_bill","na","na","skipped_laundry","last_30_days","days_struggle",0
"658",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","years_in_community",10
"659",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","adult_count",5
"660",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","child_count",0
"661",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","hh_size",5
"662",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","rooms_in_hh",1
"663",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","density",5
"664",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","daily_dw_cost_pp",3
"665",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","storage",120
"666",74,"abuja","block_unit","male","rented","self","yes","tailoring","packaged","cleanliness","na","na","high_end","commercial_tap","delivered","pay_to_fetch","45.5","9.1","sachet_to_bathe;skipped_bathing;skipped_laundry","last_7_days","days_struggle",3
"667",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","years_in_community",20
"668",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","adult_count",7
"669",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","child_count",0
"670",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","hh_size",7
"671",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","rooms_in_hh",1
"672",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","density",7
"673",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","daily_dw_cost_pp",1.4
"674",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","storage",0
"675",75,"abuja","block_unit","male","rented","spouse","yes","food","packaged","taste","na","na","none","commercial_tap","na","pay_to_fetch","48","6.8571428571428568","sachet_to_cook;skipped_cooking;sachet_to_bathe;closed_business;skipped_laundry","last_30_days","days_struggle",0
"676",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","years_in_community",14
"677",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","adult_count",2
"678",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","child_count",0
"679",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","hh_size",2
"680",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","rooms_in_hh",0
"681",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","density",Inf
"682",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","daily_dw_cost_pp",4.4
"683",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","storage",40
"684",76,"abuja","no_structure","female","rented","self","yes","tailoring","packaged","cleanliness;taste","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","11","5.5","skipped_laundry","last_7_days","days_struggle",3
"685",77,"abuja","other","female","rented","self","no","na","packaged","availability;temperature","na","na","none","commercial_tap","commercial_tap","pay_to_fetch","6","6","sachet_to_cook","last_7_days","years_in_community",1
